tm,stability,entry,proteinname
59.38421005,Medium,P61956,Small ubiquitin-related modifier 2 (SUMO-2) (HSMT3) (SMT3 homolog 2) (SUMO-3) (Sentrin-2) (Ubiquitin-like protein SMT3B) (Smt3B)
54.98366212,Medium,B8ZZN6,Small ubiquitin-related modifier 1
60.27041115,Medium,P62316,Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)
62.82795637,Medium,P62314,Small nuclear ribonucleoprotein Sm D1 (Sm-D1) (Sm-D autoantigen) (snRNP core protein D1)
55.29228059,Medium,O43805,Sjoegren syndrome nuclear autoantigen 1 (Nuclear autoantigen of 14 kDa)
65.51898402,Stable,Q9NTI5,Sister chromatid cohesion protein PDS5 homolog B (Androgen-induced proliferation inhibitor) (Androgen-induced prostate proliferative shutoff-associated protein AS3)
61.6222702,Medium,J3KPM9,Signal transducer and activator of transcription
58.37142746,Medium,P37108,Signal recognition particle 14 kDa protein (SRP14) (18 kDa Alu RNA-binding protein)
58.49425333,Medium,A0MZ66,Shootin-1 (Shootin1)
59.24275752,Medium,Q8NEM2,SHC SH2 domain-binding protein 1
45.27919559,Unstable,Q9UBL3,Set1/Ash2 histone methyltransferase complex subunit ASH2 (ASH2-like protein)
67.67648287,Stable,P02768,Serum albumin
42.54724471,Unstable,Q9BXP5,Serrate RNA effector molecule homolog (Arsenite-resistance protein 2)
52.40663786,Medium,P50454,Serpin H1 (47 kDa heat shock protein) (Arsenic-transactivated protein 3) (AsTP3) (Cell proliferation-inducing gene 14 protein) (Collagen-binding protein) (Colligin) (Rheumatoid arthritis-related antigen RA-A47)
60.91828998,Medium,P35237,Serpin B6 (Cytoplasmic antiproteinase) (CAP) (Peptidase inhibitor 6) (PI-6) (Placental thrombin inhibitor)
62.70008913,Medium,P36873,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (PP-1G) (EC 3.1.3.16) (Protein phosphatase 1C catalytic subunit)
59.95918501,Medium,P62136,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (PP-1A) (EC 3.1.3.16)
60.88397209,Medium,G3V5Z3,Serine/threonine-protein phosphatase 4 regulatory subunit 3A
59.39024362,Medium,P67775,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16) (Replication protein C) (RP-C)
60.78288079,Medium,P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Medium tumor antigen-associated 61 kDa protein) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha)
40.86271322,Unstable,P63151,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha)
59.95244268,Medium,Q96QC0,Serine/threonine-protein phosphatase 1 regulatory subunit 10 (MHC class I region proline-rich protein CAT53) (PP1-binding protein of 114 kDa) (Phosphatase 1 nuclear targeting subunit) (Protein FB19) (p99)
61.16978991,Medium,P53350,Serine/threonine-protein kinase PLK1 (EC 2.7.11.21) (Polo-like kinase 1) (PLK-1) (Serine/threonine-protein kinase 13) (STPK13)
51.23995515,Medium,Q16629,"Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)"
59.14168098,Medium,Q13247,"Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)"
61.71771292,Medium,Q05519,"Serine/arginine-rich splicing factor 11 (Arginine-rich 54 kDa nuclear protein) (p54) (Splicing factor, arginine/serine-rich 11)"
50.66847491,Medium,Q9Y3F4,Serine-threonine kinase receptor-associated protein (MAP activator with WD repeats) (UNR-interacting protein) (WD-40 repeat protein PT-WD)
50.64684805,Medium,M0R259,"Serine--tRNA ligase, mitochondrial"
47.34975918,Unstable,P49591,"Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)"
59.80660428,Medium,P34897,"Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)"
58.77156783,Medium,Q9UHD8,Septin-9 (MLL septin-like fusion protein MSF-A) (MLL septin-like fusion protein) (Ovarian/Breast septin) (Ov/Br septin) (Septin D1)
40.66553885,Unstable,G3V1Q4,Septin-7
60.01821003,Medium,Q15019,Septin-2 (Neural precursor cell expressed developmentally down-regulated protein 5) (NEDD-5)
60.05795822,Medium,D6RER5,Septin-11
40.39589794,Unstable,P35270,Sepiapterin reductase (SPR) (EC 1.1.1.153)
59.97695687,Medium,Q13228,Selenium-binding protein 1 (56 kDa selenium-binding protein) (SBP56) (SP56)
59.42699372,Medium,Q14151,Scaffold attachment factor B2 (SAF-B2)
60.27739598,Medium,Q15424,Scaffold attachment factor B1 (SAF-B) (SAF-B1) (HSP27 estrogen response element-TATA box-binding protein) (HSP27 ERE-TATA-binding protein)
59.10819694,Medium,P63208,S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1)
59.08639071,Medium,P10768,S-formylglutathione hydrolase (FGH) (EC 3.1.2.12) (Esterase D) (Methylumbelliferyl-acetate deacetylase) (EC 3.1.1.56)
55.80818574,Medium,P31153,S-adenosylmethionine synthase isoform type-2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2) (Methionine adenosyltransferase II) (MAT-II)
59.17685124,Medium,Q5QPL9,RNA-binding protein Raly (Fragment)
50.2534439,Medium,Q01844,RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein)
51.19616651,Medium,Q9Y5S9,RNA-binding protein 8A (Binder of OVCA1-1) (BOV-1) (RNA-binding motif protein 8A) (RNA-binding protein Y14) (Ribonucleoprotein RBM8A)
50.17236593,Medium,Q9BWF3,RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a)
66.08102187,Stable,Q5T8P6,RNA-binding protein 26 (CTCL tumor antigen se70-2) (RNA-binding motif protein 26)
62.11544631,Medium,B9ZVT1,RNA-binding protein 12B
61.76748768,Medium,Q9NTZ6,RNA-binding protein 12 (RNA-binding motif protein 12) (SH3/WW domain anchor protein in the nucleus) (SWAN)
60.00191947,Medium,H0Y6E7,"RNA-binding motif protein, X chromosome (Fragment)"
61.02029472,Medium,Q6PD62,RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1)
47.37889658,Unstable,P55199,RNA polymerase II elongation factor ELL (Eleven-nineteen lysine-rich leukemia protein)
59.66835004,Medium,Q6P6C2,RNA demethylase ALKBH5 (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 5) (Alpha-ketoglutarate-dependent dioxygenase alkB homolog 5)
51.29153862,Medium,Q96AT9,Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Ribulose-5-phosphate-3-epimerase)
61.8020103,Medium,P16083,Ribosyldihydronicotinamide dehydrogenase [quinone] (EC 1.10.5.1) (NRH dehydrogenase [quinone] 2) (NRH:quinone oxidoreductase 2) (Quinone reductase 2) (QR2)
41.05854157,Unstable,Q9P2E9,Ribosome-binding protein 1 (180 kDa ribosome receptor homolog) (RRp) (ES/130-related protein) (Ribosome receptor protein)
60.27422639,Medium,Q9Y3A5,Ribosome maturation protein SBDS (Shwachman-Bodian-Diamond syndrome protein)
59.98356106,Medium,P78345,Ribonuclease P protein subunit p38 (RNaseP protein p38) (EC 3.1.26.5)
55.84387359,Medium,J3KTF8,Rho GDP-dissociation inhibitor 1 (Fragment)
58.61845632,Medium,M0QZH0,Reticulocalbin-3 (Fragment)
60.22180033,Medium,Q14257,Reticulocalbin-2 (Calcium-binding protein ERC-55) (E6-binding protein) (E6BP)
58.0654745,Medium,P27694,"Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]"
58.70690188,Medium,P15927,Replication protein A 32 kDa subunit (RP-A p32) (Replication factor A protein 2) (RF-A protein 2) (Replication protein A 34 kDa subunit) (RP-A p34)
58.64230884,Medium,Q96T23,Remodeling and spacing factor 1 (Rsf-1) (HBV pX-associated protein 8) (Hepatitis B virus X-associated protein) (p325 subunit of RSF chromatin-remodeling complex)
45.63469501,Unstable,Q92900,Regulator of nonsense transcripts 1 (EC 3.6.4.-) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (hUpf1)
63.7825414,Medium,C9JW69,Regulator of chromosome condensation (Fragment)
48.07092502,Medium,B1AJR8,Receptor-type tyrosine-protein phosphatase T
62.71535458,Medium,P63244,"Receptor of activated protein C kinase 1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) [Cleaved into: Receptor of activated protein C kinase 1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed)]"
52.25351704,Medium,P51148,Ras-related protein Rab-5C (L1880) (RAB5L)
60.03647807,Medium,P61106,Ras-related protein Rab-14
59.36124591,Medium,P63000,Ras-related C3 botulinum toxin substrate 1 (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1)
57.00202567,Medium,Q15404,Ras suppressor protein 1 (RSP-1) (Rsu-1)
58.41752415,Medium,P46940,Ras GTPase-activating-like protein IQGAP1 (p195)
67.4365236,Stable,Q9UN86,Ras GTPase-activating protein-binding protein 2 (G3BP-2) (GAP SH3 domain-binding protein 2)
48.14436891,Medium,Q13283,Ras GTPase-activating protein-binding protein 1 (G3BP-1) (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent DNA helicase VIII) (hDH VIII) (GAP SH3 domain-binding protein 1)
61.09275303,Medium,B7Z7F3,"Ran-binding protein 3 (cDNA FLJ58549, highly similar to Ran-binding protein 3)"
53.97563115,Medium,Q96D71,RalBP1-associated Eps domain-containing protein 1 (RalBP1-interacting protein 1)
52.2705245,Medium,P35241,Radixin
61.26850156,Medium,C9JH92,Quinone oxidoreductase (Fragment)
60.47852515,Medium,Q9H974,Queuine tRNA-ribosyltransferase subunit QTRTD1 (EC 2.4.2.29) (Queuine tRNA-ribosyltransferase domain-containing protein 1)
59.67593585,Medium,K7EL95,Queuine tRNA-ribosyltransferase (Fragment)
59.17812208,Medium,P14618,Pyruvate kinase PKM (EC 2.7.1.40) (Cytosolic thyroid hormone-binding protein) (CTHBP) (Opa-interacting protein 3) (OIP-3) (Pyruvate kinase 2/3) (Pyruvate kinase muscle isozyme) (Thyroid hormone-binding protein 1) (THBP1) (Tumor M2-PK) (p58)
64.79894885,Stable,P11177,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)"
58.81973512,Medium,P08559,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (EC 1.2.4.1) (PDHE1-A type I)"
61.640592,Medium,P11498,"Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)"
59.65755123,Medium,J3QQV6,Pyridoxine-5'-phosphate oxidase (Fragment)
59.2952109,Medium,Q8NHP8,Putative phospholipase B-like 2 (EC 3.1.1.-) (76 kDa protein) (p76) (LAMA-like protein 2) (Lamina ancestor homolog 2) (Phospholipase B domain-containing protein 2) [Cleaved into: Putative phospholipase B-like 2 32 kDa form; Putative phospholipase B-like 2 45 kDa form]
49.94267392,Medium,Q58FF6,Putative heat shock protein HSP 90-beta 4
57.60570353,Medium,P55786,Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S)
60.8965689,Medium,P00491,Purine nucleoside phosphorylase (PNP) (EC 2.4.2.1) (Inosine phosphorylase) (Inosine-guanosine phosphorylase)
51.5494181,Medium,P35247,Pulmonary surfactant-associated protein D (PSP-D) (SP-D) (Collectin-7) (Lung surfactant protein D)
62.70313709,Medium,Q96PZ0,Pseudouridylate synthase 7 homolog (EC 5.4.99.-)
52.75665201,Medium,G3V5N7,Proto-oncogene c-Fos (Fragment)
42.29178735,Unstable,P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PIMT) (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl/D-aspartyl methyltransferase) (Protein-beta-aspartate methyltransferase)
57.9491583,Medium,Q86X45,Protein tilB homolog (Leucine-rich repeat-containing protein 6) (Leucine-rich testis-specific protein) (Testis-specific leucine-rich repeat protein)
61.46212998,Medium,Q9Y2Z0,Protein SGT1 homolog (Protein 40-6-3) (Sgt1) (Suppressor of G2 allele of SKP1 homolog)
62.77575559,Medium,Q01105,Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I)
60.44666083,Medium,Q99584,Protein S100-A13 (S100 calcium-binding protein A13)
61.47938967,Medium,R4GN98,Protein S100 (S100 calcium-binding protein) (Fragment)
59.24515973,Medium,Q9P258,Protein RCC2 (RCC1-like protein TD-60) (Telophase disk protein of 60 kDa)
51.04904262,Medium,Q96PU8,Protein quaking (Hqk) (HqkI)
60.11753475,Medium,E7EPN9,Protein PRRC2C
57.25901184,Medium,P48634,Protein PRRC2A (HLA-B-associated transcript 2) (Large proline-rich protein BAT2) (Proline-rich and coiled-coil-containing protein 2A) (Protein G2)
60.42625798,Medium,O14974,Protein phosphatase 1 regulatory subunit 12A (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1) (Protein phosphatase myosin-binding subunit)
60.6419619,Medium,Q9BPW8,Protein NipSnap homolog 1 (NipSnap1)
62.65609577,Medium,Q96A72,Protein mago nashi homolog 2
63.53076482,Medium,Q96ST2,Protein IWS1 homolog (IWS1-like protein)
65.56293575,Stable,Q8N5H3,Protein FAM89B
41.24165215,Unstable,Q96C01,Protein FAM136A
49.73280885,Medium,P13667,Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 70) (ER protein 70) (ERp70) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)
55.01879262,Medium,H7BZJ3,Protein disulfide-isomerase A3 (Fragment)
54.84095094,Medium,P07237,Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55)
47.11069098,Unstable,P35659,Protein DEK
59.69137733,Medium,K7ELW0,Protein deglycase DJ-1
61.32113634,Medium,Q9UKY7,Protein CDV3 homolog
59.24226506,Medium,C9JNV2,Protein BUD31 homolog
60.25139117,Medium,O14744,"Protein arginine N-methyltransferase 5 (EC 2.1.1.320) (72 kDa ICln-binding protein) (Histone-arginine N-methyltransferase PRMT5) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog) (SKB1 homolog) (SKB1Hs) [Cleaved into: Protein arginine N-methyltransferase 5, N-terminally processed]"
65.61415756,Stable,Q99436,Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z)
65.86031467,Stable,P20618,Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)
59.67925438,Medium,O14818,Proteasome subunit alpha type-7 (EC 3.4.25.1) (Proteasome subunit RC6-1) (Proteasome subunit XAPC7)
60.20659608,Medium,P28066,Proteasome subunit alpha type-5 (EC 3.4.25.1) (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome zeta chain)
59.71695349,Medium,P25788,Proteasome subunit alpha type-3 (EC 3.4.25.1) (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8)
61.61639861,Medium,P25787,Proteasome subunit alpha type-2 (EC 3.4.25.1) (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3)
64.99489521,Stable,P25786,Proteasome subunit alpha type-1 (EC 3.4.25.1) (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)
59.51159121,Medium,G3V295,Proteasome subunit alpha type (EC 3.4.25.1)
59.70427092,Medium,P61289,Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma)
50.31933759,Medium,Q06323,Proteasome activator complex subunit 1 (11S regulator complex subunit alpha) (REG-alpha) (Activator of multicatalytic protease subunit 1) (Interferon gamma up-regulated I-5111 protein) (IGUP I-5111) (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha)
53.2362465,Medium,Q4J6C6,Prolyl endopeptidase-like (EC 3.4.21.-) (Prolylendopeptidase-like)
59.62361578,Medium,P48147,Prolyl endopeptidase (PE) (EC 3.4.21.26) (Post-proline cleaving enzyme)
42.23862181,Unstable,P13674,"Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)"
49.1098458,Medium,Q8IZL8,"Proline-, glutamic acid- and leucine-rich protein 1 (Modulator of non-genomic activity of estrogen receptor) (Transcription factor HMX3)"
44.60115395,Unstable,Q9UQ80,Proliferation-associated protein 2G4 (Cell cycle protein p38-2G4 homolog) (hG4-1) (ErbB3-binding protein 1)
49.63454347,Medium,P12004,Proliferating cell nuclear antigen (PCNA) (Cyclin)
50.23963933,Medium,P12273,Prolactin-inducible protein (Gross cystic disease fluid protein 15) (GCDFP-15) (Prolactin-induced protein) (Secretory actin-binding protein) (SABP) (gp17)
58.69375232,Medium,O75340,Programmed cell death protein 6 (Apoptosis-linked gene 2 protein) (Probable calcium-binding protein ALG-2)
42.09521748,Unstable,O14737,Programmed cell death protein 5 (TF-1 cell apoptosis-related protein 19) (Protein TFAR19)
59.35408102,Medium,Q53EL6,Programmed cell death protein 4 (Neoplastic transformation inhibitor protein) (Nuclear antigen H731-like) (Protein 197/15a)
60.11824464,Medium,Q8WUM4,Programmed cell death 6-interacting protein (PDCD6-interacting protein) (ALG-2-interacting protein 1) (ALG-2-interacting protein X) (Hp95)
52.24261475,Medium,P07737,Profilin-1 (Epididymis tissue protein Li 184a) (Profilin I)
42.5937428,Unstable,E7ETU9,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
58.58449216,Medium,Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)"
59.77687312,Medium,Q8NBJ5,Procollagen galactosyltransferase 1 (EC 2.4.1.50) (Collagen beta(1-O)galactosyltransferase 1) (Glycosyltransferase 25 family member 1) (Hydroxylysine galactosyltransferase 1)
62.10053413,Medium,Q15031,"Probable leucine--tRNA ligase, mitochondrial (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)"
59.96771122,Medium,J3KTA4,Probable ATP-dependent RNA helicase DDX5
59.13826674,Medium,M0QZC0,Probable ATP-dependent RNA helicase DDX49
47.51296639,Unstable,Q7L014,Probable ATP-dependent RNA helicase DDX46 (EC 3.6.4.13) (DEAD box protein 46) (PRP5 homolog)
47.28822698,Unstable,H3BLZ8,Probable ATP-dependent RNA helicase DDX17
54.93751545,Medium,P02545,Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)]
50.80830727,Medium,O15212,Prefoldin subunit 6 (Protein Ke2)
59.25239236,Medium,H3BPF6,Prefoldin subunit 5 (Fragment)
49.56245583,Medium,Q9NQP4,Prefoldin subunit 4 (Protein C-1)
51.26814413,Medium,P61758,Prefoldin subunit 3 (HIBBJ46) (Von Hippel-Lindau-binding protein 1) (VBP-1) (VHL-binding protein 1)
48.40173295,Medium,Q9UHV9,Prefoldin subunit 2
54.20089406,Medium,O43143,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 (EC 3.6.4.13) (ATP-dependent RNA helicase #46) (DEAH box protein 15)
49.85141171,Medium,Q6P2Q9,Pre-mRNA-processing-splicing factor 8 (220 kDa U5 snRNP-specific protein) (PRP8 homolog) (Splicing factor Prp8) (p220)
65.80821307,Stable,O94906,Pre-mRNA-processing factor 6 (Androgen receptor N-terminal domain-transactivating protein 1) (ANT-1) (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein)
49.3990272,Medium,Q9UMS4,Pre-mRNA-processing factor 19 (EC 6.3.2.-) (Nuclear matrix protein 200) (PRP19/PSO4 homolog) (hPso4) (Senescence evasion factor)
59.08224974,Medium,Q6UN15,Pre-mRNA 3'-end-processing factor FIP1 (hFip1) (FIP1-like 1 protein) (Factor interacting with PAP) (Rearranged in hypereosinophilia)
52.79954383,Medium,Q8TCS8,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial (EC 2.7.7.8) (3'-5' RNA exonuclease OLD35) (PNPase old-35) (Polynucleotide phosphorylase 1) (PNPase 1) (Polynucleotide phosphorylase-like protein)"
40.31919692,Unstable,P26599,Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)
58.88163971,Medium,Q6NZI2,Polymerase I and transcript release factor (Cavin-1)
50.99486388,Medium,Q9H074,Polyadenylate-binding protein-interacting protein 1 (PABP-interacting protein 1) (PAIP-1) (Poly(A)-binding protein-interacting protein 1)
43.86255178,Unstable,P11940,Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1)
50.75042919,Medium,Q9UHX1,Poly(U)-binding-splicing factor PUF60 (60 kDa poly(U)-binding-splicing factor) (FUSE-binding protein-interacting repressor) (FBP-interacting repressor) (Ro-binding protein 1) (RoBP1) (Siah-binding protein 1) (Siah-BP1)
59.89669453,Medium,G3XAH6,Poly(A) polymerase alpha
48.528661,Medium,P09874,Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 1) (ARTD1) (NAD(+) ADP-ribosyltransferase 1) (ADPRT 1) (Poly[ADP-ribose] synthase 1)
64.39280122,Medium,P15151,Poliovirus receptor (Nectin-like protein 5) (NECL-5) (CD antigen CD155)
59.42357619,Medium,O43660,Pleiotropic regulator 1
49.71838813,Medium,Q15149,Plectin (PCN) (PLTN) (Hemidesmosomal protein 1) (HD1) (Plectin-1)
59.66214033,Medium,P43034,Platelet-activating factor acetylhydrolase IB subunit alpha (Lissencephaly-1 protein) (LIS-1) (PAF acetylhydrolase 45 kDa subunit) (PAF-AH 45 kDa subunit) (PAF-AH alpha) (PAFAH alpha)
57.4750252,Medium,P13797,Plastin-3 (T-plastin)
49.31926014,Medium,Q8NC51,Plasminogen activator inhibitor 1 RNA-binding protein (PAI1 RNA-binding protein 1) (PAI-RBP1) (SERPINE1 mRNA-binding protein 1)
61.67400997,Medium,Q9GZP4,PITH domain-containing protein 1
58.35016766,Medium,P78330,Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (L-3-phosphoserine phosphatase) (O-phosphoserine phosphohydrolase)
59.34257312,Medium,Q9Y617,Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)
48.89400853,Medium,Q9H814,Phosphorylated adapter RNA export protein (RNA U small nuclear RNA export adapter protein)
57.52667125,Medium,P18669,Phosphoglycerate mutase 1 (EC 3.1.3.13) (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)
49.47046823,Medium,P00558,Phosphoglycerate kinase 1 (EC 2.7.2.3) (Cell migration-inducing gene 10 protein) (Primer recognition protein 2) (PRP 2)
59.87629634,Medium,Q96G03,Phosphoglucomutase-2 (PGM 2) (EC 5.4.2.2) (Glucose phosphomutase 2) (Phosphodeoxyribomutase) (Phosphopentomutase) (EC 5.4.2.7)
61.6689728,Medium,P36871,Phosphoglucomutase-1 (PGM 1) (EC 5.4.2.2) (Glucose phosphomutase 1)
47.3458731,Unstable,Q16822,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (PEPCK-M) (EC 4.1.1.32)"
59.40179301,Medium,B3KYB6,Phosphatidylinositol transfer protein beta isoform (Fragment)
58.67992604,Medium,P30086,Phosphatidylethanolamine-binding protein 1 (PEBP-1) (HCNPpp) (Neuropolypeptide h3) (Prostatic-binding protein) (Raf kinase inhibitor protein) (RKIP) [Cleaved into: Hippocampal cholinergic neurostimulating peptide (HCNP)]
57.92570912,Medium,Q9NSD9,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)
48.97758171,Medium,Q7RTV0,PHD finger-like domain-containing protein 5A (PHD finger-like domain protein 5A) (Splicing factor 3B-associated 14 kDa protein) (SF3b14b)
58.06124773,Medium,E7EVH3,PHD finger protein 3 (Fragment)
59.57016496,Medium,P30041,Peroxiredoxin-6 (EC 1.11.1.15) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.-) (Antioxidant protein 2) (Liver 2D page spot 40) (Non-selenium glutathione peroxidase) (NSGPx) (EC 1.11.1.9) (Red blood cells page spot 12)
42.90659114,Unstable,P30044,"Peroxiredoxin-5, mitochondrial (EC 1.11.1.15) (Alu corepressor 1) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 71B) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (TPx type VI) (Thioredoxin peroxidase PMP20) (Thioredoxin reductase)"
63.75265858,Medium,Q13162,Peroxiredoxin-4 (EC 1.11.1.15) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372)
59.62565373,Medium,P32119,Peroxiredoxin-2 (EC 1.11.1.15) (Natural killer cell-enhancing factor B) (NKEF-B) (PRP) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1)
41.26028608,Unstable,Q06830,Peroxiredoxin-1 (EC 1.11.1.15) (Natural killer cell-enhancing factor A) (NKEF-A) (Proliferation-associated gene protein) (PAG) (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2)
62.02123746,Medium,Q92626,Peroxidasin homolog (EC 1.11.1.7) (Melanoma-associated antigen MG50) (Vascular peroxidase 1) (p53-responsive gene 2 protein)
43.71007472,Unstable,Q9H2H8,Peptidyl-prolyl cis-trans isomerase-like 3 (PPIase) (EC 5.2.1.8) (Cyclophilin J) (CyPJ) (Cyclophilin-like protein PPIL3) (Rotamase PPIL3)
59.18659649,Medium,Q9Y680,Peptidyl-prolyl cis-trans isomerase FKBP7 (PPIase FKBP7) (EC 5.2.1.8) (23 kDa FK506-binding protein) (23 kDa FKBP) (FKBP-23) (FK506-binding protein 7) (FKBP-7) (Rotamase)
