tm,stability,entry,proteinname
51.14718887,Medium,P32891,"D-lactate dehydrogenase [cytochrome] 1, mitochondrial (EC 1.1.2.4) (D-lactate ferricytochrome C oxidoreductase) (D-LCR)"
56.51798739,Medium,P46681,"D-lactate dehydrogenase [cytochrome] 2, mitochondrial (EC 1.1.2.4) (Actin-interacting protein 2) (D-lactate ferricytochrome C oxidoreductase) (D-LCR)"
50.43775391,Medium,P39976,D-lactate dehydrogenase [cytochrome] 3 (EC 1.1.2.4) (D-lactate ferricytochrome C oxidoreductase) (D-LCR)
53.87170797,Medium,P07275,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)"
53.24931026,Medium,P05373,Delta-aminolevulinic acid dehydratase (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)
55.62292121,Medium,P25340,Delta(24(24(1)))-sterol reductase (EC 1.3.1.71) (C-24(28) sterol reductase) (Sterol Delta(24(28))-reductase)
42.152432,Unstable,P38791,Deoxyhypusine synthase (DHS) (EC 2.5.1.46)
54.32895636,Medium,P33317,Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)
53.93800128,Medium,P12695,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)"
55.10664744,Medium,P19262,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)"
55.73664928,Medium,P20051,Dihydroorotase (DHOase) (EC 3.5.2.3)
49.30181298,Medium,P28272,Dihydroorotate dehydrogenase (fumarate) (DHOD) (DHODase) (DHOdehase) (EC 1.3.98.1) (Dihydroorotate oxidase)
48.74372104,Medium,P39522,"Dihydroxy-acid dehydratase, mitochondrial (DAD) (EC 4.2.1.9) (2,3-dihydroxy acid hydrolyase)"
54.57681432,Medium,P54838,Dihydroxyacetone kinase 1 (DHA kinase 1) (EC 2.7.1.28) (EC 2.7.1.29) (Glycerone kinase 1) (Triokinase 1) (Triose kinase 1)
55.21613912,Medium,P32377,Diphosphomevalonate decarboxylase (EC 4.1.1.33) (Ergosterol biosynthesis protein 19) (Mevalonate pyrophosphate decarboxylase) (Mevalonate-5-diphosphate decarboxylase) (MDD) (MDDase)
62.79047214,Stable,Q01454,DNA polymerase alpha-binding protein (Chromosome replication protein CHL15) (Chromosome transmission fidelity protein 4) (Protein POB1)
46.25599148,Medium,P06786,DNA topoisomerase 2 (EC 5.99.1.3) (DNA topoisomerase II)
67.50713002,Stable,P22936,DNA-(apurinic or apyrimidinic site) lyase 1 (EC 4.2.99.18) (Apurinic-apyrimidinic endonuclease 1) (AP endonuclease 1)
49.9004394,Medium,P11938,DNA-binding protein RAP1 (Repressor/activator site-binding protein) (SBF-E) (TUF)
49.30965916,Medium,P22138,DNA-directed RNA polymerase I subunit RPA135 (EC 2.7.7.6) (DNA-directed RNA polymerase I 135 kDa polypeptide) (A135) (DNA-directed RNA polymerase I polypeptide 2) (RNA polymerase I subunit 2)
48.80219247,Medium,P46669,DNA-directed RNA polymerase I subunit RPA43 (A43) (DNA-directed DNA-dependent RNA polymerase 36 kDa polypeptide)
55.02256385,Medium,Q01080,DNA-directed RNA polymerase I subunit RPA49 (A49) (DNA-directed RNA polymerase I 49 kDa polypeptide)
51.94808044,Medium,P04050,DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit 1) (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (RNA polymerase II subunit B220)
51.81847156,Medium,P08518,DNA-directed RNA polymerase II subunit RPB2 (RNA polymerase II subunit 2) (EC 2.7.7.6) (B150) (DNA-directed RNA polymerase II 140 kDa polypeptide)
55.84453388,Medium,P16370,DNA-directed RNA polymerase II subunit RPB3 (RNA polymerase II subunit 3) (RNA polymerase II subunit B3) (B44.5) (DNA-directed RNA polymerase II 45 kDa polypeptide)
53.83105084,Medium,P20433,DNA-directed RNA polymerase II subunit RPB4 (RNA polymerase II subunit B4) (B32) (DNA-directed RNA polymerase II 32 kDa polypeptide)
43.84084313,Unstable,P27999,DNA-directed RNA polymerase II subunit RPB9 (RNA polymerase II subunit B9) (B12.6) (DNA-directed RNA polymerase II 14.2 kDa polypeptide) (DNA-directed RNA polymerase II subunit 9)
53.09930551,Medium,P07703,DNA-directed RNA polymerases I and III subunit RPAC1 (RNA polymerases I and III subunit AC1) (C37) (DNA-directed RNA polymerases I and III 40 kDa polypeptide) (AC40) (C40)
51.66256285,Medium,P40422,"DNA-directed RNA polymerases I, II, and III subunit RPABC4 (RNA polymerases I, II, and III subunit ABC4) (ABC10-alpha)"
54.10326535,Medium,P14020,Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) (Dolichol-phosphate mannose synthase) (DPM synthase) (Dolichyl-phosphate beta-D-mannosyltransferase) (Mannose-P-dolichol synthase) (MPD synthase)
46.60325052,Medium,P33775,Dolichyl-phosphate-mannose--protein mannosyltransferase 1 (EC 2.4.1.109)
58.21237193,Medium,P46971,Dolichyl-phosphate-mannose--protein mannosyltransferase 4 (EC 2.4.1.109)
46.34862481,Medium,P39940,E3 ubiquitin-protein ligase RSP5 (EC 6.3.2.-) (Reverses SPT-phenotype protein 5)
51.20413474,Medium,P19812,E3 ubiquitin-protein ligase UBR1 (EC 6.3.2.-) (N-end-recognizing protein) (N-recognin-1)
51.82353224,Medium,P34216,EH domain-containing and endocytosis protein 1 (Bud site selection protein 15)
40.99812739,Unstable,P46984,EKC/KEOPS complex subunit GON7 (Low-dye-binding protein 6) (Polarized growth chromatin-associated controller 2)
40.11225974,Unstable,P02994,Elongation factor 1-alpha (EF-1-alpha) (Eukaryotic elongation factor 1A) (eEF1A) (Translation elongation factor 1A)
45.04627065,Medium,P32471,Elongation factor 1-beta (EF-1-beta) (Eukaryotic elongation factor 1Balpha) (eEF1Balpha) (Translation elongation factor 1B alpha)
44.00577268,Medium,P29547,Elongation factor 1-gamma 1 (EF-1-gamma 1) (Calcium and membrane-binding protein 1) (Calcium phospholipid-binding protein) (CPBP) (Eukaryotic elongation factor 1Bgamma 1) (eEF1Bgamma 1) (Translation elongation factor 1B gamma 1)
56.92957481,Medium,P32324,Elongation factor 2 (EF-2) (Eukaryotic elongation factor 2) (eEF2) (Ribosomal translocase) (Translation elongation factor 2)
41.24524335,Unstable,P16521,Elongation factor 3A (EF-3) (EF-3A) (Eukaryotic elongation factor 3) (eEF3) (Translation elongation factor 3A) (Yeast elongation factor 3)
49.08888868,Medium,P25039,"Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)"
53.27619538,Medium,P02992,"Elongation factor Tu, mitochondrial (tufM)"
60.73438219,Stable,Q06706,Elongator complex protein 1 (Gamma-toxin target 1) (Protein IKI3)
51.26420576,Medium,P42935,Elongator complex protein 2 (Gamma-toxin target 2)
53.15067304,Medium,Q02908,Elongator complex protein 3 (EC 2.3.1.48) (Gamma-toxin target 3)
46.52346972,Medium,P29029,Endochitinase (EC 3.2.1.14) (Soluble cell wall protein 2)
51.95665817,Medium,P32803,Endosomal protein P24B (24 kDa endomembrane protein) (Basic 24 kDa late endocytic intermediate component)
53.92996212,Medium,P00924,Enolase 1 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 1) (2-phosphoglycerate dehydratase 1)
48.97488044,Medium,P00925,Enolase 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 2) (2-phosphoglycerate dehydratase 2)
54.01266043,Medium,P47160,Epsin-3
54.69129449,Medium,P18414,ER lumen protein-retaining receptor (HDEL receptor)
62.59914821,Stable,P53337,ER-derived vesicles protein ERV29
49.48918997,Medium,P40318,ERAD-associated E3 ubiquitin-protein ligase DOA10 (EC 6.3.2.-)
58.14926601,Medium,P05453,Eukaryotic peptide chain release factor GTP-binding subunit (ERF-3) (ERF3) (ERF2) (G1 to S phase transition protein 1) (Omnipotent suppressor protein 2) (PSI no more protein 2) (Polypeptide release factor 3) (Translation release factor 3)
53.95333553,Medium,P09064,Eukaryotic translation initiation factor 2 subunit beta (eIF-2-beta)
46.52363927,Medium,P38249,"Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 110 kDa subunit homolog) (eIF3 p110) (Translation initiation factor eIF3, p110 subunit homolog)"
54.96701292,Medium,P32497,"Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 93 kDa subunit) (eIF3 p93) (Nuclear transport protein NIP1) (Translation initiation factor eIF3, p93 subunit)"
53.50710837,Medium,P23301,Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (Hypusine-containing protein HP2) (eIF-4D)
57.27786794,Medium,Q12522,Eukaryotic translation initiation factor 6 (eIF-6)
49.19439181,Medium,P38792,Exosome complex component RRP4 (Ribosomal RNA-processing protein 4)
51.50588024,Medium,Q05636,Exosome complex component RRP45 (Ribosomal RNA-processing protein 45)
50.98375337,Medium,P30822,Exportin-1 (Chromosome region maintenance protein 1) (Karyopherin-124)
43.10672378,Unstable,P33418,Exportin-T (Exportin(tRNA)) (Karyopherin-beta) (tRNA exportin)
49.744974,Medium,Q04636,FACT complex subunit POB3 (Facilitates chromatin transcription complex subunit POB3)
53.47441974,Medium,P32558,FACT complex subunit SPT16 (Cell division control protein 68) (Facilitates chromatin transcription complex subunit SPT16) (Suppressor of Ty protein 16)
60.01703003,Stable,Q05040,Factor arrest protein 8
55.52925196,Medium,P38777,Family of serine hydrolases 1 (EC 3.1.-.-)
46.23275308,Medium,P08524,"Farnesyl pyrophosphate synthase (FPP synthase) (FPS) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Geranyltranstransferase)"
49.33491512,Medium,P19097,Fatty acid synthase subunit alpha (EC 2.3.1.86) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)]
46.12870046,Medium,P07149,Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]
47.15986029,Medium,P32599,Fimbrin (ABP67)
51.15330863,Medium,P20081,FK506-binding protein 1 (FKBP) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (EC 5.2.1.8) (Rapamycin-binding protein)
49.91090848,Medium,P39676,Flavohemoprotein (EC 1.14.12.17) (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD)
58.40073284,Medium,P25349,Flavoprotein-like protein YCP4
51.48199694,Medium,Q08645,Folylpolyglutamate synthase (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase) (FPGS) (Tetrahydrofolylpolyglutamate synthase) (Tetrahydrofolate synthase)
42.77918131,Unstable,P14540,"Fructose-bisphosphate aldolase (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase)"
53.26351494,Medium,P32614,"Fumarate reductase 1 (FRDS1) (EC 1.3.1.6) (FAD-dependent oxidoreductase) (NADH-dependent fumarate reductase) (Soluble fumarate reductase, cytoplasmic isozyme)"
47.09535829,Medium,P54885,Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (GSA dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase)
62.34371099,Stable,P16649,General transcriptional corepressor TUP1 (Flocculation suppressor protein) (Glucose repression regulatory protein TUP1) (Repressor AER2)
59.72711531,Stable,P15703,"Glucan 1,3-beta-glucosidase (EC 3.2.1.58) (Exo-1,3-beta-glucanase) (GP29) (Soluble cell wall protein 9)"
59.25825101,Stable,P43577,Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4) (Phosphoglucosamine acetylase) (Phosphoglucosamine transacetylase)
47.25446228,Medium,P11412,Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)
45.83190241,Medium,Q03161,Glucose-6-phosphate 1-epimerase (EC 5.1.3.15) (D-hexose-6-phosphate mutarotase)
54.30944536,Medium,P12709,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)
48.25089124,Medium,P32264,Glutamate 5-kinase (GK) (EC 2.7.2.11) (Gamma-glutamyl kinase)
52.43829134,Medium,Q04792,Glutamate decarboxylase (GAD) (EC 4.1.1.15)
44.39264935,Medium,P46655,"Glutamate--tRNA ligase, cytoplasmic (EC 6.1.1.17) (Glutamyl-tRNA synthetase) ((c)ERS) (GluRS) (P85)"
42.28097857,Unstable,P32288,Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase)
43.26384191,Unstable,P13188,Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)
50.23908249,Medium,P38795,Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])
43.30360209,Unstable,P17695,"Glutaredoxin-2, mitochondrial (Glutathione-dependent oxidoreductase 2) (Thioltransferase)"
51.19591515,Medium,P41921,Glutathione reductase (GR) (GRase) (EC 1.8.1.7)
61.88621194,Stable,P36156,Glutathione S-transferase omega-like 2 (EC 2.5.1.18) (Extracellular mutant protein 4) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1)
55.24250463,Medium,Q08220,Glutathione synthetase (GSH synthetase) (GSH-S) (EC 6.3.2.3) (Glutathione synthase)
43.17891502,Unstable,Q04432,Glutathione-independent glyoxalase HSP31 (EC 4.2.1.130) (Glyoxalase 3 homolog 1) (Heat shock protein 31)
52.46200473,Medium,P00360,Glyceraldehyde-3-phosphate dehydrogenase 1 (GAPDH 1) (EC 1.2.1.12)
60.49051525,Stable,P00359,Glyceraldehyde-3-phosphate dehydrogenase 3 (GAPDH 3) (EC 1.2.1.12)
57.5866129,Medium,P14065,Glycerol 2-dehydrogenase (NADP(+)) (EC 1.1.1.156) (Galactose-inducible crystallin-like protein 1)
48.84270657,Medium,P41277,Glycerol-1-phosphate phosphohydrolase 1 (EC 3.1.3.21) ((DL)-glycerol-3-phosphatase 1) (Related to HOR2 protein 2)
51.54170026,Medium,P40106,Glycerol-1-phosphate phosphohydrolase 2 (EC 3.1.3.21) ((DL)-glycerol-3-phosphatase 2) (Hyperosmolarity-responsive protein 2)
48.13073083,Medium,P41911,"Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial (EC 1.1.1.8)"
53.14813694,Medium,P32191,"Glycerol-3-phosphate dehydrogenase, mitochondrial (GPD-M) (GPDH-M) (EC 1.1.5.3)"
49.32154786,Medium,P39726,"Glycine cleavage system H protein, mitochondrial (Glycine decarboxylase complex subunit H)"
61.24440589,Stable,P49095,"Glycine dehydrogenase (decarboxylating), mitochondrial (EC 1.4.4.2) (Glycine cleavage system P protein) (Glycine decarboxylase) (Glycine decarboxylase complex subunit P) (Glycine dehydrogenase (aminomethyl-transferring))"
41.93107657,Unstable,Q06625,"Glycogen debranching enzyme (Glycogen debrancher) [Includes: 4-alpha-glucanotransferase (EC 2.4.1.25) (Oligo-1,4-1,4-glucantransferase); Amylo-alpha-1,6-glucosidase (Amylo-1,6-glucosidase) (EC 3.2.1.33) (Dextrin 6-alpha-D-glucosidase)]"
49.84737546,Medium,P06738,Glycogen phosphorylase (EC 2.4.1.1)
48.78044086,Medium,P53839,Glyoxylate reductase 1 (EC 1.1.1.26)
43.83528527,Unstable,P38625,GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)
45.18093172,Medium,P38875,GPI transamidase component GPI16
51.82520746,Medium,Q04410,GRASP65 homolog protein 1
54.35850297,Medium,P32836,GTP-binding nuclear protein GSP2/CNR2
43.59815593,Unstable,P06780,GTP-binding protein RHO1 (Rho-type GTPase 1)
43.28493021,Unstable,P01123,GTP-binding protein YPT1 (Protein YP2) (Rab GTPase YPT1) (Transport GTPase YPT1)
44.47002106,Medium,P38555,GTP-binding protein YPT31/YPT8 (Rab GTPase YPT31)
49.51721898,Medium,P21827,Guanine nucleotide exchange factor SRM1 (Pheromone response pathway component SRM1) (Pre-mRNA-processing protein 20) (Regulator of chromosome condensation) (Suppressor of receptor mutations 1) (mRNA transport protein 1)
61.33236304,Stable,P38011,Guanine nucleotide-binding protein subunit beta-like protein (Receptor for activated C kinase) (Receptor of activated protein kinase C 1) (RACK1)
44.798464,Medium,P33322,H/ACA ribonucleoprotein complex subunit 4 (EC 5.4.99.-) (Centromere-binding factor 5) (Centromere/microtubule-binding protein CBF5) (H/ACA snoRNP protein CBF5) (Small nucleolar RNP protein CBF5) (p64')
51.30586273,Medium,P31539,Heat shock protein 104 (Protein aggregation-remodeling factor HSP104)
41.58191844,Unstable,P15992,Heat shock protein 26 (26 kDa heat shock protein)
50.35421805,Medium,P19882,"Heat shock protein 60, mitochondrial (CPN60) (P66) (Stimulator factor I 66 kDa component)"
46.07907451,Medium,P10591,Heat shock protein SSA1 (Heat shock protein YG100)
43.29112296,Unstable,P10592,Heat shock protein SSA2
45.32171844,Medium,P22202,Heat shock protein SSA4
42.94397405,Unstable,P11484,Heat shock protein SSB1 (Cold-inducible protein YG101)
42.77369101,Unstable,P40150,Heat shock protein SSB2
51.1634301,Medium,P15705,Heat shock protein STI1
43.04484911,Unstable,P04807,Hexokinase-2 (EC 2.7.1.1) (Hexokinase PII) (Hexokinase-B)
43.56574974,Unstable,P48813,High-affinity glutamine permease
51.6273715,Medium,P39003,High-affinity hexose transporter HXT6
48.68105247,Medium,P00815,Histidine biosynthesis trifunctional protein [Includes: Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphohydrolase (EC 3.6.1.31); Histidinol dehydrogenase (HDH) (EC 1.1.1.23)]
68.30363427,Stable,P04911,Histone H2A.1
66.2993863,Stable,P02294,Histone H2B.2
58.07965761,Medium,P02309,Histone H4
52.75820749,Medium,Q04344,Hit family protein 1 (EC 3.-.-.-) (Adenosine 5'-monophosphoramidase)
54.184677,Medium,P48570,"Homocitrate synthase, cytosolic isozyme (EC 2.3.3.14)"
43.77623319,Unstable,Q12122,"Homocitrate synthase, mitochondrial (EC 2.3.3.14)"
54.63879935,Medium,Q08985,Homocysteine S-methyltransferase 2 (EC 2.1.1.10) (S-adenosylmethionine metabolism protein 4) (S-methylmethionine:homocysteine methyltransferase 2) (SMM:Hcy S-methyltransferase 2)
56.42268416,Medium,P40495,"Homoisocitrate dehydrogenase, mitochondrial (HIcDH) (EC 1.1.1.87)"
56.39178863,Medium,P31116,Homoserine dehydrogenase (HDH) (EC 1.1.1.3)
47.82917044,Medium,P38260,Hsp70 nucleotide exchange factor FES1 (Factor exchange for SSA1 protein 1)
44.37510954,Medium,P06101,Hsp90 co-chaperone Cdc37 (Cell division control protein 37) (Hsp90 chaperone protein kinase-targeting subunit)
46.65357384,Medium,Q05584,"Hydroxyacylglutathione hydrolase, cytoplasmic isozyme (EC 3.1.2.6) (Glyoxalase II) (Glx II)"
53.99691762,Medium,P54839,Hydroxymethylglutaryl-CoA synthase (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)
46.16713665,Medium,P33734,Imidazole glycerol phosphate synthase hisHF (IGP synthase) (IGPS) (ImGP synthase) [Includes: Glutamine amidotransferase (EC 2.4.2.-); Cyclase (EC 4.1.3.-)]
54.25985885,Medium,Q04175,Importin beta SMX1 (Suppressor of mRNA export mutant protein 1) (karyopherin-108)
55.4829565,Medium,P38250,Increased sodium tolerance protein 2
56.62489879,Medium,P00817,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)
52.42338074,Medium,P38697,Inosine-5'-monophosphate dehydrogenase 2 (IMP dehydrogenase 2) (IMPD 2) (IMPDH 2) (EC 1.1.1.205)
53.3765964,Medium,P50095,Inosine-5'-monophosphate dehydrogenase 3 (IMP dehydrogenase 3) (IMPD 3) (IMPDH 3) (EC 1.1.1.205)
52.17040842,Medium,P50094,Inosine-5'-monophosphate dehydrogenase 4 (IMP dehydrogenase 4) (IMPD 4) (IMPDH 4) (EC 1.1.1.205)
44.45600445,Medium,Q06685,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.21) (EC 2.7.4.24) (InsP6 and PP-IP5 kinase)
51.09412875,Medium,P11986,Inositol-3-phosphate synthase (MIP synthase) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (IPS) (MI-1-P synthase)
50.83945034,Medium,P25386,Intracellular protein transport protein USO1 (Int-1)
52.4787,Medium,P28834,"Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase) (NAD(+)-specific ICDH)"
51.8242852,Medium,P21954,"Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)"
49.31288936,Medium,P09436,"Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)"
47.10179181,Medium,P06168,"Ketol-acid reductoisomerase, mitochondrial (EC 1.1.1.86) (Acetohydroxy-acid reductoisomerase) (Alpha-keto-beta-hydroxylacyl reductoisomerase)"
52.09291434,Medium,P07702,L-2-aminoadipate reductase (EC 1.2.1.31) (EC 1.2.1.95) (Alpha-aminoadipate reductase) (Alpha-AR) (L-aminoadipate-semialdehyde dehydrogenase)
44.91074742,Medium,P53281,LAS seventeen-binding protein 1 (LAS17-binding protein 1)
55.07831273,Medium,P43603,LAS seventeen-binding protein 3 (LAS17-binding protein 3)
43.55967529,Unstable,P26637,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)"
51.98199089,Medium,Q10740,Leukotriene A-4 hydrolase homolog (LTA-4 hydrolase) (EC 3.3.2.6) (Leucine aminopeptidase 2) (Leukotriene A(4) hydrolase)
49.9331288,Medium,P30624,Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Fatty acid activator 1) (Long-chain acyl-CoA synthetase 1)
52.03261801,Medium,P47912,Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Fatty acid activator 4) (Long-chain acyl-CoA synthetase 4)
46.26826296,Medium,P37303,Low specificity L-threonine aldolase (Low specificity L-TA) (TA) (EC 4.1.2.48)
42.49242417,Unstable,P15180,"Lysine--tRNA ligase, cytoplasmic (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)"
51.20162333,Medium,Q06151,m7GpppX diphosphatase (EC 3.6.1.59) (DCS-1) (Hint-related 7meGMP-directed hydrolase 1) (Protein Dcs1p) (Scavenger mRNA-decapping enzyme DcpS)
50.81260377,Medium,P54115,"Magnesium-activated aldehyde dehydrogenase, cytosolic (EC 1.2.1.4) (Mg(2+)-activated acetaldehyde dehydrogenase) (Mg(2+)-ACDH)"
43.90369955,Unstable,P47018,Maintenance of telomere capping protein 1
51.38383087,Medium,P17505,"Malate dehydrogenase, mitochondrial (EC 1.1.1.37)"
47.97266027,Medium,P32419,"Malate dehydrogenase, peroxisomal (EC 1.1.1.37)"
52.70658706,Medium,P39986,Manganese-transporting ATPase 1 (EC 3.6.3.-)
46.4697947,Medium,P41940,Mannose-1-phosphate guanyltransferase (EC 2.7.7.13) (ATP-mannose-1-phosphate guanylyltransferase) (GDP-mannose pyrophosphorylase) (NDP-hexose pyrophosphorylase)
44.90094972,Medium,P29952,Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI)
45.38026218,Medium,P54070,Mannosyltransferase KTR6 (EC 2.4.1.-) (Mannosylphosphate transferase MNN6)
44.66944708,Medium,P38295,Medium-chain fatty acid ethyl ester synthase/esterase 2 (Alcohol O-acetyltransferase) (EC 2.3.1.84) (EC 3.1.1.-) (Ethanol hexanoyl transferase 1)
50.06536091,Medium,Q03104,Meiotic sister chromatid recombination protein 1
51.119871,Medium,P39109,Metal resistance protein YCF1 (Yeast cadmium factor 1)
50.23502063,Medium,Q01662,Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M 1)
45.84273844,Medium,P00958,"Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)"
59.87480897,Stable,P47095,Methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109)
59.54602146,Stable,P07277,Mevalonate kinase (MK) (MvK) (EC 2.7.1.36) (Ergosterol biosynthesis protein 12) (Regulation of autonomous replication protein 1)
57.76660444,Medium,Q12019,Midasin (MIDAS-containing protein) (Ribosome export/assembly protein 1)
46.90745241,Medium,P32787,Mitochondrial genome maintenance protein MGM101
54.80259751,Medium,P38988,Mitochondrial GTP/GDP carrier protein 1
55.46877384,Medium,P07213,Mitochondrial import receptor subunit TOM70 (70 kDa mitochondrial outer membrane protein) (Translocase of outer membrane 70 kDa subunit)
68.02342936,Stable,P04840,Mitochondrial outer membrane protein porin 1 (Voltage-dependent anion-selective channel protein 1) (VDAC-1)
54.39793993,Medium,P40478,Mitochondrial outer membrane protein porin 2 (Voltage-dependent anion-selective channel protein 2) (VDAC-2)
57.39162432,Medium,P32898,Mitochondrial presequence protease (EC 3.4.24.-) (Cytosolic metalloprotease 1) (Metalloprotease of 112 kDa)
51.73432968,Medium,P25491,Mitochondrial protein import protein MAS5 (Yeast dnaJ protein 1)
47.51616421,Medium,Q03835,Monothiol glutaredoxin-3
51.33581043,Medium,O13297,mRNA-capping enzyme subunit beta (EC 3.1.3.33) (Polynucleotide 5'-triphosphatase) (mRNA 5'-triphosphatase) (TPase)
45.81293435,Medium,P53738,Multifunctional methyltransferase subunit TRM112 (eRF1 methyltransferase subunit TRM112) (eRF1 MTase subunit TRM112) (tRNA methyltransferase 112)
41.60153372,Unstable,P00937,"Multifunctional tryptophan biosynthesis protein [Includes: Anthranilate synthase component 2 (AS) (EC 4.1.3.27) (Anthranilate synthase, glutamine amidotransferase component); Indole-3-glycerol phosphate synthase (EC 4.1.1.48) (PRAI)]"
44.47427524,Medium,O14467,Multiprotein-bridging factor 1 (Suppressor of frameshift mutations protein 13)
54.3978243,Medium,P38205,Multisite-specific tRNA:(cytosine-C(5))-methyltransferase (EC 2.1.1.202) (Multisite-specific tRNA:m5C-methyltransferase) (tRNA (cytosine-5-)-methyltransferase NCL1) (tRNA methyltransferase 4)
48.65975229,Medium,Q08647,Multisubstrate pseudouridine synthase 7 (EC 5.4.99.27) (RNA pseudouridylate synthase 7) (RNA-uridine isomerase 7) (tRNA pseudouridine(13) synthase)
55.42033133,Medium,P40965,MutS protein homolog 4
